# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     	epsilon_solver  	epsilon_initial 	epsilon_final   	epsilon_iters   	epsilon_converged
4880            	smoothSolver	3.36433740e-05	1.46721890e-06	1	3.63529780e-05	1.57763150e-06	1	1.99311280e-04	8.78744620e-06	1	false	smoothSolver	1.80517750e-04	6.99468560e-06	1	true	GAMG	5.65010630e-04	4.90319180e-05	2	true	smoothSolver	4.85540270e-05	1.77278450e-06	1	true
4881            	smoothSolver	3.36174760e-05	1.46592980e-06	1	3.63191970e-05	1.57608840e-06	1	1.99141560e-04	8.77856740e-06	1	false	smoothSolver	1.80442760e-04	6.99159380e-06	1	true	GAMG	5.72186880e-04	5.59407060e-05	2	true	smoothSolver	4.86930020e-05	1.77502080e-06	1	true
4882            	smoothSolver	3.35829610e-05	1.46456110e-06	1	3.62788470e-05	1.57436250e-06	1	1.98950180e-04	8.76965040e-06	1	false	smoothSolver	1.80361630e-04	6.98864070e-06	1	true	GAMG	5.70155090e-04	3.41286620e-05	3	true	smoothSolver	4.84796820e-05	1.77024940e-06	1	true
4883            	smoothSolver	3.35647160e-05	1.46384970e-06	1	3.62647440e-05	1.57378140e-06	1	1.98873660e-04	8.76762910e-06	1	false	smoothSolver	1.80284020e-04	6.98547230e-06	1	true	GAMG	5.51567190e-04	4.85890050e-05	2	true	smoothSolver	4.82520760e-05	1.76636510e-06	1	true
4884            	smoothSolver	3.35386280e-05	1.46268680e-06	1	3.62356480e-05	1.57247290e-06	1	1.98727690e-04	8.76074320e-06	1	false	smoothSolver	1.80208650e-04	6.98252230e-06	1	true	GAMG	5.46194850e-04	4.45660710e-05	2	true	smoothSolver	4.85693010e-05	1.76717680e-06	1	true
4885            	smoothSolver	3.35134120e-05	1.46160540e-06	1	3.62080010e-05	1.57124330e-06	1	1.98601290e-04	8.75511280e-06	1	false	smoothSolver	1.80130190e-04	6.97946000e-06	1	true	GAMG	5.43850050e-04	4.36307960e-05	2	true	smoothSolver	4.82653680e-05	1.76301590e-06	1	true
4886            	smoothSolver	3.34866410e-05	1.46047590e-06	1	3.61796940e-05	1.57002200e-06	1	1.98477640e-04	8.74987960e-06	1	false	smoothSolver	1.80051070e-04	6.97628880e-06	1	true	GAMG	5.37485560e-04	4.19597410e-05	2	true	smoothSolver	4.84057780e-05	1.76379310e-06	1	true
4887            	smoothSolver	3.34600900e-05	1.45934450e-06	1	3.61497500e-05	1.56872890e-06	1	1.98354690e-04	8.74457120e-06	1	false	smoothSolver	1.79972990e-04	6.97318870e-06	1	true	GAMG	5.33236790e-04	3.91708720e-05	2	true	smoothSolver	4.80347860e-05	1.75733900e-06	1	true
4888            	smoothSolver	3.34347650e-05	1.45826600e-06	1	3.61219310e-05	1.56752350e-06	1	1.98244300e-04	8.73997690e-06	1	false	smoothSolver	1.79895410e-04	6.97005570e-06	1	true	GAMG	5.30217440e-04	3.68100610e-05	2	true	smoothSolver	4.81139050e-05	1.75693420e-06	1	true
4889            	smoothSolver	3.34082510e-05	1.45712300e-06	1	3.60918990e-05	1.56620550e-06	1	1.98119390e-04	8.73445890e-06	1	false	smoothSolver	1.79816500e-04	6.96708050e-06	1	true	GAMG	5.27483620e-04	3.56638960e-05	2	true	smoothSolver	4.78757190e-05	1.75057290e-06	1	true
4890            	smoothSolver	3.33804990e-05	1.45591560e-06	1	3.60599120e-05	1.56479680e-06	1	1.97977630e-04	8.72791560e-06	1	false	smoothSolver	1.79740260e-04	6.96396980e-06	1	true	GAMG	5.23813790e-04	3.51535360e-05	2	true	smoothSolver	4.77397510e-05	1.74646560e-06	1	true
4891            	smoothSolver	3.33529670e-05	1.45471150e-06	1	3.60280060e-05	1.56338190e-06	1	1.97830970e-04	8.72091900e-06	1	false	smoothSolver	1.79661940e-04	6.96080810e-06	1	true	GAMG	5.21430320e-04	3.50242440e-05	2	true	smoothSolver	4.79566650e-05	1.74759760e-06	1	true
4892            	smoothSolver	3.33247660e-05	1.45350890e-06	1	3.59962290e-05	1.56200640e-06	1	1.97671550e-04	8.71372430e-06	1	false	smoothSolver	1.79583980e-04	6.95790760e-06	1	true	GAMG	5.17062260e-04	3.37886610e-05	2	true	smoothSolver	4.76931640e-05	1.74277280e-06	1	true
4893            	smoothSolver	3.32980890e-05	1.45237000e-06	1	3.59668010e-05	1.56071640e-06	1	1.97520230e-04	8.70690180e-06	1	false	smoothSolver	1.79506860e-04	6.95481290e-06	1	true	GAMG	5.13528750e-04	3.25244300e-05	2	true	smoothSolver	4.77020920e-05	1.74315840e-06	1	true
4894            	smoothSolver	3.32718140e-05	1.45124440e-06	1	3.59383020e-05	1.55945890e-06	1	1.97371530e-04	8.70018890e-06	1	false	smoothSolver	1.79429300e-04	6.95169470e-06	1	true	GAMG	5.15314830e-04	3.27410860e-05	2	true	smoothSolver	4.76746980e-05	1.74090480e-06	1	true
4895            	smoothSolver	3.32448650e-05	1.45007650e-06	1	3.59072520e-05	1.55809550e-06	1	1.97214660e-04	8.69295400e-06	1	false	smoothSolver	1.79352750e-04	6.94857070e-06	1	true	GAMG	5.12309480e-04	3.30604160e-05	2	true	smoothSolver	4.75608870e-05	1.73667180e-06	1	true
4896            	smoothSolver	3.32194840e-05	1.44894820e-06	1	3.58785770e-05	1.55681090e-06	1	1.97070560e-04	8.68611340e-06	1	false	smoothSolver	1.79276830e-04	6.94580240e-06	1	true	GAMG	5.13532770e-04	3.42204990e-05	2	true	smoothSolver	4.73786580e-05	1.73371580e-06	1	true
4897            	smoothSolver	3.31907910e-05	1.44773120e-06	1	3.58452830e-05	1.55536240e-06	1	1.96911850e-04	8.67883030e-06	1	false	smoothSolver	1.79196290e-04	6.94245870e-06	1	true	GAMG	5.16441960e-04	3.44792470e-05	2	true	smoothSolver	4.78542800e-05	1.74192620e-06	1	true
4898            	smoothSolver	3.31642750e-05	1.44659510e-06	1	3.58151860e-05	1.55404880e-06	1	1.96764390e-04	8.67217240e-06	1	false	smoothSolver	1.79118990e-04	6.93947160e-06	1	true	GAMG	5.14853010e-04	3.45365230e-05	2	true	smoothSolver	4.73864930e-05	1.73152360e-06	1	true
4899            	smoothSolver	3.31382260e-05	1.44547920e-06	1	3.57863410e-05	1.55278900e-06	1	1.96623580e-04	8.66591650e-06	1	false	smoothSolver	1.79042410e-04	6.93637800e-06	1	true	GAMG	5.12754610e-04	3.41824490e-05	2	true	smoothSolver	4.72865710e-05	1.72893700e-06	1	true
4900            	smoothSolver	3.31135250e-05	1.44440970e-06	1	3.57591570e-05	1.55158730e-06	1	1.96495380e-04	8.66021050e-06	1	false	smoothSolver	1.78965450e-04	6.93358520e-06	1	true	GAMG	5.10395260e-04	3.40747350e-05	2	true	smoothSolver	4.73895290e-05	1.72847790e-06	1	true
4901            	smoothSolver	3.30866880e-05	1.44326620e-06	1	3.57299160e-05	1.55031840e-06	1	1.96359900e-04	8.65431330e-06	1	false	smoothSolver	1.78887750e-04	6.93038100e-06	1	true	GAMG	5.08982130e-04	3.30405610e-05	2	true	smoothSolver	4.72334240e-05	1.72296490e-06	1	true
4902            	smoothSolver	3.30607890e-05	1.44215920e-06	1	3.57017830e-05	1.54909310e-06	1	1.96232180e-04	8.64875440e-06	1	false	smoothSolver	1.78810620e-04	6.92744880e-06	1	true	GAMG	5.06658820e-04	3.16276310e-05	2	true	smoothSolver	4.73824070e-05	1.72493420e-06	1	true
4903            	smoothSolver	3.30346220e-05	1.44103450e-06	1	3.56732390e-05	1.54784000e-06	1	1.96103640e-04	8.64304510e-06	1	false	smoothSolver	1.78733690e-04	6.92450490e-06	1	true	GAMG	5.07282700e-04	3.10594290e-05	2	true	smoothSolver	4.71439380e-05	1.72039740e-06	1	true
4904            	smoothSolver	3.30211800e-05	1.44004470e-06	1	3.56549810e-05	1.54690130e-06	1	1.96006350e-04	8.63723210e-06	1	false	smoothSolver	1.78667320e-04	6.92176010e-06	1	true	GAMG	5.10889560e-04	3.56039390e-05	2	true	smoothSolver	4.70339560e-05	1.71745490e-06	1	true
4905            	smoothSolver	3.29792770e-05	1.43860580e-06	1	3.56084060e-05	1.54497420e-06	1	1.95811190e-04	8.62914770e-06	1	false	smoothSolver	1.78579950e-04	6.91837820e-06	1	true	GAMG	5.11464990e-04	3.33000100e-05	2	true	smoothSolver	4.68365990e-05	1.71249180e-06	1	true
4906            	smoothSolver	3.29539100e-05	1.43751270e-06	1	3.55827660e-05	1.54380720e-06	1	1.95677330e-04	8.62308670e-06	1	false	smoothSolver	1.78506210e-04	6.91539080e-06	1	true	GAMG	5.15639540e-04	3.53838590e-05	2	true	smoothSolver	4.70327980e-05	1.71494040e-06	1	true
4907            	smoothSolver	3.29266640e-05	1.43635450e-06	1	3.55504000e-05	1.54243280e-06	1	1.95521050e-04	8.61614170e-06	1	false	smoothSolver	1.78426800e-04	6.91242040e-06	1	true	GAMG	5.13543790e-04	3.59235840e-05	2	true	smoothSolver	4.66500180e-05	1.70749280e-06	1	true
4908            	smoothSolver	3.29003430e-05	1.43522540e-06	1	3.55208990e-05	1.54114600e-06	1	1.95371480e-04	8.60944390e-06	1	false	smoothSolver	1.78348570e-04	6.90932150e-06	1	true	GAMG	5.13894890e-04	3.59632430e-05	2	true	smoothSolver	4.66772850e-05	1.70491040e-06	1	true
4909            	smoothSolver	3.28780900e-05	1.43422940e-06	1	3.54957200e-05	1.53997540e-06	1	1.95245420e-04	8.60361480e-06	1	false	smoothSolver	1.78274770e-04	6.90609000e-06	1	true	GAMG	5.18498860e-04	3.66911060e-05	2	true	smoothSolver	4.72621120e-05	1.72152750e-06	1	true
4910            	smoothSolver	3.28514620e-05	1.43308650e-06	1	3.54663170e-05	1.53872640e-06	1	1.95111410e-04	8.59768020e-06	1	false	smoothSolver	1.78196290e-04	6.90324840e-06	1	true	GAMG	5.15211770e-04	3.54955060e-05	2	true	smoothSolver	4.68410430e-05	1.70620790e-06	1	true
4911            	smoothSolver	3.28252690e-05	1.43199800e-06	1	3.54378560e-05	1.53750540e-06	1	1.94982990e-04	8.59220960e-06	1	false	smoothSolver	1.78117350e-04	6.90018490e-06	1	true	GAMG	5.10804050e-04	3.47779500e-05	2	true	smoothSolver	4.66773400e-05	1.70125660e-06	1	true
4912            	smoothSolver	3.27998940e-05	1.43089830e-06	1	3.54097920e-05	1.53625940e-06	1	1.94854020e-04	8.58650160e-06	1	false	smoothSolver	1.78041430e-04	6.89701770e-06	1	true	GAMG	5.13209160e-04	3.39575440e-05	2	true	smoothSolver	4.69501150e-05	1.70527350e-06	1	true
4913            	smoothSolver	3.27726940e-05	1.42973690e-06	1	3.53795000e-05	1.53494950e-06	1	1.94721270e-04	8.58065130e-06	1	false	smoothSolver	1.77964760e-04	6.89408990e-06	1	true	GAMG	5.09214070e-04	3.36965150e-05	2	true	smoothSolver	4.63336700e-05	1.69594400e-06	1	true
4914            	smoothSolver	3.28297250e-05	1.43056000e-06	1	3.54138090e-05	1.53410840e-06	1	1.94836900e-04	8.57861180e-06	1	false	smoothSolver	1.77945400e-04	6.89169270e-06	1	true	GAMG	5.11343930e-04	3.59655080e-05	2	true	smoothSolver	4.66519680e-05	1.69660220e-06	1	true
4915            	smoothSolver	3.27190040e-05	1.42738590e-06	1	3.53180570e-05	1.53222270e-06	1	1.94444530e-04	8.56754640e-06	1	false	smoothSolver	1.77810450e-04	6.88796230e-06	1	true	GAMG	5.34293740e-04	4.65604230e-05	2	true	smoothSolver	4.64735690e-05	1.69320390e-06	1	true
4916            	smoothSolver	3.26980740e-05	1.42622350e-06	1	3.52923620e-05	1.53092370e-06	1	1.94332750e-04	8.56012890e-06	1	false	smoothSolver	1.77742450e-04	6.88519630e-06	1	true	GAMG	5.44975340e-04	4.71084240e-05	2	true	smoothSolver	4.61699520e-05	1.68583620e-06	1	true
4917            	smoothSolver	3.26618230e-05	1.42487990e-06	1	3.52513320e-05	1.52927490e-06	1	1.94110870e-04	8.55150270e-06	1	false	smoothSolver	1.77656040e-04	6.88192700e-06	1	true	GAMG	5.51495460e-04	5.32512940e-05	2	true	smoothSolver	4.64615850e-05	1.69098790e-06	1	true
4918            	smoothSolver	3.26344310e-05	1.42370890e-06	1	3.52223790e-05	1.52798540e-06	1	1.93946400e-04	8.54390440e-06	1	false	smoothSolver	1.77581160e-04	6.87907650e-06	1	true	GAMG	5.58052020e-04	5.33215560e-05	2	true	smoothSolver	4.62507440e-05	1.68660640e-06	1	true
4919            	smoothSolver	3.26130060e-05	1.42267640e-06	1	3.51975590e-05	1.52688490e-06	1	1.93804190e-04	8.53737220e-06	1	false	smoothSolver	1.77504830e-04	6.87594090e-06	1	true	GAMG	5.54243160e-04	5.17443110e-05	2	true	smoothSolver	4.61329030e-05	1.68287880e-06	1	true
4920            	smoothSolver	3.25879090e-05	1.42175150e-06	1	3.51734380e-05	1.52586820e-06	1	1.93683800e-04	8.53280820e-06	1	false	smoothSolver	1.77426530e-04	6.87288160e-06	1	true	GAMG	5.43827520e-04	4.82950450e-05	2	true	smoothSolver	4.61338090e-05	1.68160080e-06	1	true
4921            	smoothSolver	3.25668800e-05	1.42089890e-06	1	3.51537380e-05	1.52504540e-06	1	1.93598250e-04	8.52988460e-06	1	false	smoothSolver	1.77348990e-04	6.86976800e-06	1	true	GAMG	5.31862240e-04	4.25462830e-05	2	true	smoothSolver	4.59649220e-05	1.67707050e-06	1	true
4922            	smoothSolver	3.25446760e-05	1.41994760e-06	1	3.51303150e-05	1.52401980e-06	1	1.93510510e-04	8.52658270e-06	1	false	smoothSolver	1.77273290e-04	6.86696850e-06	1	true	GAMG	5.24982220e-04	3.78461850e-05	2	true	smoothSolver	4.61171740e-05	1.67577140e-06	1	true
4923            	smoothSolver	3.25186550e-05	1.41883330e-06	1	3.51007010e-05	1.52273950e-06	1	1.93404680e-04	8.52209330e-06	1	false	smoothSolver	1.77195980e-04	6.86379980e-06	1	true	GAMG	5.15915710e-04	3.39542270e-05	2	true	smoothSolver	4.57351450e-05	1.67210760e-06	1	true
4924            	smoothSolver	3.24922070e-05	1.41767570e-06	1	3.50698030e-05	1.52138060e-06	1	1.93294550e-04	8.51715800e-06	1	false	smoothSolver	1.77118820e-04	6.86068280e-06	1	true	GAMG	5.12050150e-04	3.15514360e-05	2	true	smoothSolver	4.62191890e-05	1.67820470e-06	1	true
4925            	smoothSolver	3.24643520e-05	1.41645860e-06	1	3.50381310e-05	1.51997380e-06	1	1.93169770e-04	8.51136860e-06	1	false	smoothSolver	1.77042600e-04	6.85786130e-06	1	true	GAMG	5.13828650e-04	3.11243830e-05	2	true	smoothSolver	4.56065160e-05	1.66832240e-06	1	true
4926            	smoothSolver	3.24414390e-05	1.41530150e-06	1	3.50098730e-05	1.51865070e-06	1	1.93042460e-04	8.50484780e-06	1	false	smoothSolver	1.76976160e-04	6.85520990e-06	1	true	GAMG	5.12636620e-04	3.26079740e-05	2	true	smoothSolver	4.77079790e-05	1.70445240e-06	1	true
4927            	smoothSolver	3.24077670e-05	1.41397920e-06	1	3.49725110e-05	1.51708630e-06	1	1.92867350e-04	8.49692600e-06	1	false	smoothSolver	1.76888870e-04	6.85164450e-06	1	true	GAMG	5.10928900e-04	3.38766080e-05	2	true	smoothSolver	4.57850070e-05	1.66808170e-06	1	true
4928            	smoothSolver	3.23795930e-05	1.41277120e-06	1	3.49406020e-05	1.51569230e-06	1	1.92696440e-04	8.48896860e-06	1	false	smoothSolver	1.76813040e-04	6.84895750e-06	1	true	GAMG	5.08617600e-04	3.45822310e-05	2	true	smoothSolver	4.55764100e-05	1.66000290e-06	1	true
4929            	smoothSolver	3.23526350e-05	1.41161750e-06	1	3.49107180e-05	1.51438220e-06	1	1.92525690e-04	8.48116570e-06	1	false	smoothSolver	1.76736590e-04	6.84573870e-06	1	true	GAMG	5.07364160e-04	3.51484690e-05	2	true	smoothSolver	4.53600510e-05	1.65753000e-06	1	true
4930            	smoothSolver	3.23273420e-05	1.41052700e-06	1	3.48828290e-05	1.51315340e-06	1	1.92364230e-04	8.47380730e-06	1	false	smoothSolver	1.76660170e-04	6.84286370e-06	1	true	GAMG	5.06335720e-04	3.50239160e-05	2	true	smoothSolver	4.56129250e-05	1.65799600e-06	1	true
4931            	smoothSolver	3.23012070e-05	1.40941500e-06	1	3.48533140e-05	1.51187220e-06	1	1.92207090e-04	8.46669340e-06	1	false	smoothSolver	1.76583680e-04	6.83977740e-06	1	true	GAMG	5.05330940e-04	3.56065420e-05	2	true	smoothSolver	4.53509840e-05	1.65385810e-06	1	true
4932            	smoothSolver	3.22761750e-05	1.40833850e-06	1	3.48254090e-05	1.51065600e-06	1	1.92060870e-04	8.46012670e-06	1	false	smoothSolver	1.76508630e-04	6.83706790e-06	1	true	GAMG	5.02480440e-04	3.42241350e-05	2	true	smoothSolver	4.50571800e-05	1.64971570e-06	1	true
4933            	smoothSolver	3.22514350e-05	1.40727420e-06	1	3.47979180e-05	1.50945780e-06	1	1.91926900e-04	8.45425600e-06	1	false	smoothSolver	1.76430090e-04	6.83356460e-06	1	true	GAMG	5.00233430e-04	3.30864470e-05	2	true	smoothSolver	4.55360000e-05	1.65151020e-06	1	true
4934            	smoothSolver	3.22278590e-05	1.40625610e-06	1	3.47745290e-05	1.50839880e-06	1	1.91812750e-04	8.44923790e-06	1	false	smoothSolver	1.76357380e-04	6.83105950e-06	1	true	GAMG	5.03976040e-04	3.32209570e-05	2	true	smoothSolver	4.50286990e-05	1.64489430e-06	1	true
4935            	smoothSolver	3.22050910e-05	1.40521650e-06	1	3.47470630e-05	1.50713670e-06	1	1.91694850e-04	8.44379940e-06	1	false	smoothSolver	1.76285360e-04	6.82785590e-06	1	true	GAMG	5.03265120e-04	3.41502470e-05	2	true	smoothSolver	4.57045950e-05	1.66090830e-06	1	true
4936            	smoothSolver	3.21767800e-05	1.40401950e-06	1	3.47153000e-05	1.50580820e-06	1	1.91560760e-04	8.43778970e-06	1	false	smoothSolver	1.76203730e-04	6.82471890e-06	1	true	GAMG	5.01801010e-04	3.37647900e-05	2	true	smoothSolver	4.51905060e-05	1.64503860e-06	1	true
4937            	smoothSolver	3.21497820e-05	1.40286150e-06	1	3.46853380e-05	1.50451000e-06	1	1.91429070e-04	8.43191050e-06	1	false	smoothSolver	1.76126210e-04	6.82185660e-06	1	true	GAMG	5.00366910e-04	3.39947960e-05	2	true	smoothSolver	4.48936010e-05	1.64041550e-06	1	true
4938            	smoothSolver	3.21234070e-05	1.40173310e-06	1	3.46563260e-05	1.50324750e-06	1	1.91297740e-04	8.42611110e-06	1	false	smoothSolver	1.76049380e-04	6.81860160e-06	1	true	GAMG	4.99705310e-04	3.40153570e-05	2	true	smoothSolver	4.52666890e-05	1.64317590e-06	1	true
4939            	smoothSolver	3.20974670e-05	1.40062070e-06	1	3.46279510e-05	1.50201090e-06	1	1.91167630e-04	8.42034640e-06	1	false	smoothSolver	1.75972510e-04	6.81550760e-06	1	true	GAMG	4.98273540e-04	3.37960650e-05	2	true	smoothSolver	4.48753290e-05	1.63681980e-06	1	true
4940            	smoothSolver	3.20724820e-05	1.39954010e-06	1	3.46011700e-05	1.50081680e-06	1	1.91041140e-04	8.41468350e-06	1	false	smoothSolver	1.75897750e-04	6.81270850e-06	1	true	GAMG	4.99399650e-04	3.33445570e-05	2	true	smoothSolver	4.48470830e-05	1.63226860e-06	1	true
4941            	smoothSolver	3.20469210e-05	1.39844590e-06	1	3.45727530e-05	1.49959000e-06	1	1.90910810e-04	8.40896430e-06	1	false	smoothSolver	1.75821180e-04	6.80968270e-06	1	true	GAMG	4.95604090e-04	3.22127360e-05	2	true	smoothSolver	4.46585260e-05	1.63006530e-06	1	true
4942            	smoothSolver	3.20346980e-05	1.39753310e-06	1	3.45567110e-05	1.49875420e-06	1	1.90818830e-04	8.40362850e-06	1	false	smoothSolver	1.75755100e-04	6.80724660e-06	1	true	GAMG	5.00342690e-04	3.59937580e-05	2	true	smoothSolver	4.48356960e-05	1.63218880e-06	1	true
4943            	smoothSolver	3.19946630e-05	1.39615930e-06	1	3.45122710e-05	1.49691880e-06	1	1.90630290e-04	8.39591430e-06	1	false	smoothSolver	1.75668300e-04	6.80344380e-06	1	true	GAMG	5.01672970e-04	3.37971530e-05	2	true	smoothSolver	4.47511060e-05	1.62833540e-06	1	true
4944            	smoothSolver	3.19698020e-05	1.39508430e-06	1	3.44850170e-05	1.49572310e-06	1	1.90496270e-04	8.38982750e-06	1	false	smoothSolver	1.75593920e-04	6.80089550e-06	1	true	GAMG	5.03947090e-04	3.47080550e-05	2	true	smoothSolver	4.45903650e-05	1.62394170e-06	1	true
4945            	smoothSolver	3.19448280e-05	1.39400660e-06	1	3.44572900e-05	1.49451150e-06	1	1.90354440e-04	8.38353160e-06	1	false	smoothSolver	1.75517870e-04	6.79785570e-06	1	true	GAMG	5.01815740e-04	3.49689380e-05	2	true	smoothSolver	4.46814890e-05	1.62448370e-06	1	true
4946            	smoothSolver	3.19192090e-05	1.39291450e-06	1	3.44289520e-05	1.49328130e-06	1	1.90212390e-04	8.37721330e-06	1	false	smoothSolver	1.75441020e-04	6.79477300e-06	1	true	GAMG	4.99010620e-04	3.44351020e-05	2	true	smoothSolver	4.43765540e-05	1.61975130e-06	1	true
4947            	smoothSolver	3.18953430e-05	1.39187370e-06	1	3.44027550e-05	1.49211650e-06	1	1.90086350e-04	8.37155130e-06	1	false	smoothSolver	1.75365190e-04	6.79195550e-06	1	true	GAMG	5.01313270e-04	3.47486520e-05	2	true	smoothSolver	4.46615290e-05	1.62443580e-06	1	true
4948            	smoothSolver	3.18692650e-05	1.39075320e-06	1	3.43736510e-05	1.49084790e-06	1	1.89952480e-04	8.36548260e-06	1	false	smoothSolver	1.75289380e-04	6.78885780e-06	1	true	GAMG	5.01513700e-04	3.49721760e-05	2	true	smoothSolver	4.43767590e-05	1.61772300e-06	1	true
4949            	smoothSolver	3.18432980e-05	1.38963670e-06	1	3.43454670e-05	1.48962200e-06	1	1.89820990e-04	8.35960410e-06	1	false	smoothSolver	1.75213430e-04	6.78590300e-06	1	true	GAMG	4.97960470e-04	3.37387370e-05	2	true	smoothSolver	4.42914510e-05	1.61505370e-06	1	true
4950            	smoothSolver	3.18179960e-05	1.38854310e-06	1	3.43184870e-05	1.48843160e-06	1	1.89692780e-04	8.35397260e-06	1	false	smoothSolver	1.75136800e-04	6.78301060e-06	1	true	GAMG	4.99201340e-04	3.37502450e-05	2	true	smoothSolver	4.42725280e-05	1.61232180e-06	1	true
4951            	smoothSolver	3.17923820e-05	1.38743440e-06	1	3.42899620e-05	1.48718360e-06	1	1.89561150e-04	8.34811480e-06	1	false	smoothSolver	1.75060360e-04	6.77988420e-06	1	true	GAMG	4.95227570e-04	3.31911430e-05	2	true	smoothSolver	4.43339430e-05	1.61059160e-06	1	true
4952            	smoothSolver	3.17671070e-05	1.38635110e-06	1	3.42624250e-05	1.48598760e-06	1	1.89433930e-04	8.34250080e-06	1	false	smoothSolver	1.74984230e-04	6.77701370e-06	1	true	GAMG	4.92474660e-04	3.13901540e-05	2	true	smoothSolver	4.41154430e-05	1.60885610e-06	1	true
4953            	smoothSolver	3.17421510e-05	1.38527300e-06	1	3.42350340e-05	1.48478560e-06	1	1.89308700e-04	8.33693220e-06	1	false	smoothSolver	1.74908270e-04	6.77393690e-06	1	true	GAMG	4.91041800e-04	3.04924690e-05	2	true	smoothSolver	4.40166370e-05	1.60485740e-06	1	true
4954            	smoothSolver	3.17171900e-05	1.38418940e-06	1	3.42071470e-05	1.48355420e-06	1	1.89178670e-04	8.33104740e-06	1	false	smoothSolver	1.74832960e-04	6.77118640e-06	1	true	GAMG	4.89464850e-04	3.08957180e-05	2	true	smoothSolver	4.41655980e-05	1.60746670e-06	1	true
4955            	smoothSolver	3.16914380e-05	1.38306330e-06	1	3.41781190e-05	1.48226930e-06	1	1.89040940e-04	8.32467020e-06	1	false	smoothSolver	1.74757850e-04	6.76801280e-06	1	true	GAMG	4.91899420e-04	3.05372260e-05	2	true	smoothSolver	4.37596520e-05	1.59885250e-06	1	true
4956            	smoothSolver	3.16648580e-05	1.38191700e-06	1	3.41476440e-05	1.48094600e-06	1	1.88896080e-04	8.31798180e-06	1	false	smoothSolver	1.74681310e-04	6.76508440e-06	1	true	GAMG	4.88263330e-04	3.07633530e-05	2	true	smoothSolver	4.38878770e-05	1.59688080e-06	1	true
4957            	smoothSolver	3.16439830e-05	1.38087060e-06	1	3.41235940e-05	1.47983300e-06	1	1.88770840e-04	8.31188670e-06	1	false	smoothSolver	1.74608460e-04	6.76240850e-06	1	true	GAMG	4.95130030e-04	3.48434030e-05	2	true	smoothSolver	4.39455850e-05	1.59692300e-06	1	true
4958            	smoothSolver	3.16131160e-05	1.37965390e-06	1	3.40891500e-05	1.47835700e-06	1	1.88609450e-04	8.30451550e-06	1	false	smoothSolver	1.74529890e-04	6.75911740e-06	1	true	GAMG	4.98185180e-04	3.40841690e-05	2	true	smoothSolver	4.35247020e-05	1.59056330e-06	1	true
4959            	smoothSolver	3.15882780e-05	1.37858900e-06	1	3.40617430e-05	1.47716040e-06	1	1.88473310e-04	8.29843980e-06	1	false	smoothSolver	1.74453740e-04	6.75632690e-06	1	true	GAMG	4.96247920e-04	3.49153750e-05	2	true	smoothSolver	4.36284360e-05	1.59201440e-06	1	true
4960            	smoothSolver	3.15639290e-05	1.37755510e-06	1	3.40358180e-05	1.47603720e-06	1	1.88341510e-04	8.29273910e-06	1	false	smoothSolver	1.74378510e-04	6.75327810e-06	1	true	GAMG	4.92452200e-04	3.43150160e-05	2	true	smoothSolver	4.37165050e-05	1.59088130e-06	1	true
4961            	smoothSolver	3.15402620e-05	1.37652840e-06	1	3.40101060e-05	1.47490960e-06	1	1.88215450e-04	8.28724330e-06	1	false	smoothSolver	1.74302850e-04	6.75005520e-06	1	true	GAMG	4.92041080e-04	3.39581640e-05	2	true	smoothSolver	4.39978870e-05	1.59287440e-06	1	true
4962            	smoothSolver	3.15153730e-05	1.37546980e-06	1	3.39830350e-05	1.47373640e-06	1	1.88093370e-04	8.28191230e-06	1	false	smoothSolver	1.74226500e-04	6.74723660e-06	1	true	GAMG	4.90156350e-04	3.25566620e-05	2	true	smoothSolver	4.34871210e-05	1.58617490e-06	1	true
4963            	smoothSolver	3.14909120e-05	1.37441600e-06	1	3.39564480e-05	1.47257450e-06	1	1.87977170e-04	8.27684400e-06	1	false	smoothSolver	1.74151130e-04	6.74410100e-06	1	true	GAMG	4.88269640e-04	3.10733580e-05	2	true	smoothSolver	4.36545140e-05	1.58648500e-06	1	true
4964            	smoothSolver	3.14664100e-05	1.37334950e-06	1	3.39297310e-05	1.47138940e-06	1	1.87861060e-04	8.27173730e-06	1	false	smoothSolver	1.74075500e-04	6.74122360e-06	1	true	GAMG	4.88916860e-04	3.12950310e-05	2	true	smoothSolver	4.36277450e-05	1.58432240e-06	1	true
4965            	smoothSolver	3.14404000e-05	1.37220930e-06	1	3.39004310e-05	1.47010020e-06	1	1.87727950e-04	8.26560590e-06	1	false	smoothSolver	1.74000970e-04	6.73817720e-06	1	true	GAMG	4.86352070e-04	3.09947240e-05	2	true	smoothSolver	4.35299760e-05	1.58331790e-06	1	true
4966            	smoothSolver	3.14135550e-05	1.37105110e-06	1	3.38704860e-05	1.46880260e-06	1	1.87589490e-04	8.25924120e-06	1	false	smoothSolver	1.73925460e-04	6.73524890e-06	1	true	GAMG	4.84401450e-04	3.05973950e-05	2	true	smoothSolver	4.32121880e-05	1.57542490e-06	1	true
