# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     	epsilon_solver  	epsilon_initial 	epsilon_final   	epsilon_iters   	epsilon_converged
1               	smoothSolver	1.00000000e+00	1.32156750e-02	1	1.00000000e+00	1.32622990e-02	1	1.00000000e+00	1.76545210e-02	1	false	smoothSolver	1.00000000e+00	4.00502340e-02	1	true	GAMG	1.00000000e+00	6.61151040e-02	5	true	smoothSolver	1.42144060e-02	3.43861670e-04	1	true
2               	smoothSolver	3.69022660e-01	1.54693520e-02	1	4.09614900e-01	1.77065820e-02	1	4.43023300e-01	1.71196960e-02	1	false	smoothSolver	4.39624980e-01	1.56788790e-02	1	true	GAMG	9.20600640e-02	5.28287470e-03	3	true	smoothSolver	2.57726400e-03	8.12621030e-05	1	true
3               	smoothSolver	1.48641730e-01	6.56585770e-03	1	2.63936480e-01	1.18513530e-02	1	2.36920380e-01	9.26297860e-03	1	false	smoothSolver	1.64856610e-01	5.79835210e-03	1	true	GAMG	4.86187010e-02	2.03409260e-03	3	true	smoothSolver	2.62117570e-03	8.00474170e-05	1	true
4               	smoothSolver	1.18103950e-01	5.38909020e-03	1	2.05700250e-01	9.39292730e-03	1	1.36190910e-01	5.44759340e-03	1	false	smoothSolver	6.56561100e-02	2.23789540e-03	1	true	GAMG	3.07433390e-02	2.83579470e-03	2	true	smoothSolver	2.10185750e-03	6.42949660e-05	1	true
5               	smoothSolver	1.02562500e-01	4.74531360e-03	1	1.56776800e-01	7.21078710e-03	1	8.20894470e-02	3.33588160e-03	1	false	smoothSolver	4.13108190e-02	1.36297970e-03	1	true	GAMG	2.07794640e-02	1.57469360e-03	2	true	smoothSolver	1.42037140e-03	4.49014980e-05	1	true
6               	smoothSolver	9.42078320e-02	4.34601090e-03	1	1.16020120e-01	5.33344640e-03	1	8.11135530e-02	3.34901540e-03	1	false	smoothSolver	3.67012930e-02	1.18541620e-03	1	true	GAMG	1.54518060e-02	1.26003050e-03	3	true	smoothSolver	1.02763250e-03	3.31025350e-05	1	true
7               	smoothSolver	7.39193620e-02	3.39616710e-03	1	7.71220440e-02	3.54049070e-03	1	8.31413550e-02	3.39239330e-03	1	false	smoothSolver	3.77474760e-02	1.23040090e-03	1	true	GAMG	1.72401040e-02	6.26063950e-04	4	true	smoothSolver	8.91842610e-04	2.79095680e-05	1	true
8               	smoothSolver	4.43233680e-02	2.02549240e-03	1	4.30803330e-02	1.97060080e-03	1	6.76493750e-02	2.67616880e-03	1	false	smoothSolver	3.91183670e-02	1.29143010e-03	1	true	GAMG	3.40191470e-02	2.56014130e-03	3	true	smoothSolver	8.16731880e-04	2.51354260e-05	1	true
9               	smoothSolver	1.79659790e-02	8.00660720e-04	1	1.77184390e-02	7.91568190e-04	1	4.73160980e-02	1.78096470e-03	1	false	smoothSolver	4.02431040e-02	1.34445320e-03	1	true	GAMG	8.90175480e-02	4.02989500e-03	3	true	smoothSolver	7.64342550e-04	2.30805090e-05	1	true
10              	smoothSolver	7.25898630e-03	2.58680720e-04	1	6.29574360e-03	2.19241550e-04	1	3.47870470e-02	1.22227340e-03	1	false	smoothSolver	4.17188850e-02	1.40345760e-03	1	true	GAMG	5.04347000e-01	3.45556290e-02	2	true	smoothSolver	7.30516130e-04	2.18477960e-05	1	true
11              	smoothSolver	1.11925920e-02	4.52650310e-04	1	9.55790150e-03	3.78645230e-04	1	3.64762900e-02	1.32968110e-03	1	false	smoothSolver	4.33210870e-02	1.46138220e-03	1	true	GAMG	1.38836400e-01	5.78060080e-03	2	true	smoothSolver	7.07221470e-04	2.12255030e-05	1	true
12              	smoothSolver	1.00980020e-02	4.13340710e-04	1	8.92211540e-03	3.58339440e-04	1	3.35304830e-02	1.26524370e-03	1	false	smoothSolver	4.19270970e-02	1.41082460e-03	1	true	GAMG	1.14950210e-01	8.66606150e-03	2	true	smoothSolver	6.92076480e-04	2.07937580e-05	1	true
13              	smoothSolver	6.05647070e-03	2.30661580e-04	1	5.58508940e-03	2.07872670e-04	1	2.79273750e-02	1.09233700e-03	1	false	smoothSolver	3.83300830e-02	1.29175000e-03	1	true	GAMG	2.06076170e-01	7.36005610e-03	3	true	smoothSolver	6.85177660e-04	2.03210840e-05	1	true
14              	smoothSolver	5.51878860e-03	2.20504050e-04	1	5.51982520e-03	2.22002460e-04	1	2.16699230e-02	8.61967690e-04	1	false	smoothSolver	3.52009440e-02	1.18563430e-03	1	true	GAMG	1.42679100e-01	4.85903220e-03	3	true	smoothSolver	6.84205430e-04	1.98769720e-05	1	true
15              	smoothSolver	7.50609340e-03	3.31618650e-04	1	7.52410060e-03	3.32614820e-04	1	1.79111570e-02	7.04915830e-04	1	false	smoothSolver	3.23991250e-02	1.09289090e-03	1	true	GAMG	6.66162310e-02	4.90350260e-03	2	true	smoothSolver	6.88223830e-04	1.96441670e-05	1	true
16              	smoothSolver	7.70577070e-03	3.43936890e-04	1	7.66619620e-03	3.41072280e-04	1	1.70885190e-02	6.77589230e-04	1	false	smoothSolver	2.97553390e-02	1.00579770e-03	1	true	GAMG	5.58985560e-02	4.65582590e-03	2	true	smoothSolver	6.94186440e-04	1.96032940e-05	1	true
17              	smoothSolver	6.28940120e-03	2.78074070e-04	1	6.36366250e-03	2.79015170e-04	1	1.59079370e-02	6.31630330e-04	1	false	smoothSolver	2.67944960e-02	9.06791890e-04	1	true	GAMG	5.56812030e-02	2.24183840e-03	3	true	smoothSolver	7.00041720e-04	1.96756440e-05	1	true
18              	smoothSolver	4.32916280e-03	1.79254830e-04	1	4.49090770e-03	1.84828890e-04	1	1.52324370e-02	6.08315700e-04	1	false	smoothSolver	2.41644780e-02	8.18713840e-04	1	true	GAMG	7.87045520e-02	3.15655670e-03	3	true	smoothSolver	7.04481840e-04	1.98243440e-05	1	true
19              	smoothSolver	3.37809890e-03	1.29668900e-04	1	3.40671440e-03	1.30660290e-04	1	1.50049360e-02	6.02586910e-04	1	false	smoothSolver	2.19916000e-02	7.43014550e-04	1	true	GAMG	1.81422610e-01	1.70483360e-02	2	true	smoothSolver	7.07204450e-04	1.99614200e-05	1	true
20              	smoothSolver	3.29619690e-03	1.26806240e-04	1	3.21670860e-03	1.22600930e-04	1	1.38315730e-02	5.52917790e-04	1	false	smoothSolver	2.02164890e-02	6.82296070e-04	1	true	GAMG	2.86798000e-01	2.32935410e-02	2	true	smoothSolver	7.07743980e-04	2.01106050e-05	1	true
21              	smoothSolver	3.12418760e-03	1.21313460e-04	1	3.08386210e-03	1.18568740e-04	1	1.24919090e-02	4.96857340e-04	1	false	smoothSolver	1.87496040e-02	6.32330740e-04	1	true	GAMG	2.46227680e-01	2.35951990e-02	2	true	smoothSolver	7.06947890e-04	2.01992850e-05	1	true
22              	smoothSolver	2.89366390e-03	1.12960330e-04	1	2.94386470e-03	1.14512600e-04	1	1.07779390e-02	4.25820380e-04	1	false	smoothSolver	1.75217670e-02	5.90169320e-04	1	true	GAMG	2.45233850e-01	1.04862060e-02	3	true	smoothSolver	7.05276780e-04	2.02864060e-05	1	true
23              	smoothSolver	2.91129990e-03	1.16653750e-04	1	3.01420830e-03	1.21121000e-04	1	9.85530630e-03	3.90907130e-04	1	false	smoothSolver	1.64752650e-02	5.55523640e-04	1	true	GAMG	9.07928540e-02	8.80436100e-03	2	true	smoothSolver	7.03085140e-04	2.03403050e-05	1	true
24              	smoothSolver	3.04236770e-03	1.25457030e-04	1	3.16426510e-03	1.30888810e-04	1	9.67535380e-03	3.88048580e-04	1	false	smoothSolver	1.55725430e-02	5.25359660e-04	1	true	GAMG	5.91509810e-02	5.80951670e-03	2	true	smoothSolver	7.00531630e-04	2.03965460e-05	1	true
25              	smoothSolver	3.02856640e-03	1.26814570e-04	1	3.17245500e-03	1.32610080e-04	1	9.14026570e-03	3.67173110e-04	1	false	smoothSolver	1.47678500e-02	4.97972430e-04	1	true	GAMG	4.90169520e-02	4.64021810e-03	2	true	smoothSolver	6.97479430e-04	2.04568630e-05	1	true
26              	smoothSolver	2.86050420e-03	1.19813920e-04	1	3.02908610e-03	1.26202300e-04	1	8.60628170e-03	3.44072570e-04	1	false	smoothSolver	1.40478160e-02	4.74144670e-04	1	true	GAMG	4.37286340e-02	1.88526130e-03	3	true	smoothSolver	6.94015450e-04	2.05007450e-05	1	true
27              	smoothSolver	2.62369620e-03	1.08729210e-04	1	2.77455640e-03	1.14020350e-04	1	8.37057490e-03	3.32934310e-04	1	false	smoothSolver	1.34033160e-02	4.53516920e-04	1	true	GAMG	4.37885120e-02	4.18699290e-03	2	true	smoothSolver	6.90333560e-04	2.05574910e-05	1	true
28              	smoothSolver	2.45512560e-03	1.00695630e-04	1	2.57675020e-03	1.04689760e-04	1	8.30984280e-03	3.29996890e-04	1	false	smoothSolver	1.28276910e-02	4.34184800e-04	1	true	GAMG	5.13474870e-02	4.66595550e-03	2	true	smoothSolver	6.87057260e-04	2.05875910e-05	1	true
29              	smoothSolver	2.34691960e-03	9.58593650e-05	1	2.45327930e-03	9.92070080e-05	1	8.07467770e-03	3.20935370e-04	1	false	smoothSolver	1.23038120e-02	4.16775800e-04	1	true	GAMG	6.06358320e-02	5.81442360e-03	2	true	smoothSolver	6.84446320e-04	2.06477330e-05	1	true
30              	smoothSolver	2.28478720e-03	9.36901210e-05	1	2.39286200e-03	9.71908350e-05	1	7.68710400e-03	3.05474530e-04	1	false	smoothSolver	1.18270290e-02	4.01290990e-04	1	true	GAMG	5.75989240e-02	5.67349920e-03	2	true	smoothSolver	6.82504680e-04	2.06414420e-05	1	true
31              	smoothSolver	2.25145200e-03	9.30824010e-05	1	2.36986990e-03	9.71491950e-05	1	7.25881600e-03	2.87970290e-04	1	false	smoothSolver	1.13926750e-02	3.86766790e-04	1	true	GAMG	4.55793100e-02	2.10523560e-03	3	true	smoothSolver	6.80909780e-04	2.06598470e-05	1	true
32              	smoothSolver	2.26245160e-03	9.44776090e-05	1	2.39371540e-03	9.92002950e-05	1	6.88454260e-03	2.73335010e-04	1	false	smoothSolver	1.10000450e-02	3.73801350e-04	1	true	GAMG	3.20849070e-02	3.05685680e-03	2	true	smoothSolver	6.78998960e-04	2.06504920e-05	1	true
33              	smoothSolver	2.27923890e-03	9.59342400e-05	1	2.41977710e-03	1.01127230e-04	1	6.64986460e-03	2.64513330e-04	1	false	smoothSolver	1.06356880e-02	3.61752570e-04	1	true	GAMG	2.68104970e-02	2.55710330e-03	2	true	smoothSolver	6.76627080e-04	2.06610150e-05	1	true
34              	smoothSolver	2.27517290e-03	9.63388980e-05	1	2.42063080e-03	1.01691710e-04	1	6.41739450e-03	2.55298180e-04	1	false	smoothSolver	1.02999210e-02	3.50919890e-04	1	true	GAMG	2.44088770e-02	2.21249630e-03	2	true	smoothSolver	6.73707240e-04	2.06185110e-05	1	true
35              	smoothSolver	2.24076910e-03	9.51735320e-05	1	2.38526660e-03	1.00372280e-04	1	6.20478540e-03	2.46478070e-04	1	false	smoothSolver	9.98596680e-03	3.40707270e-04	1	true	GAMG	2.25984060e-02	2.20461750e-03	2	true	smoothSolver	6.70444380e-04	2.05827380e-05	1	true
36              	smoothSolver	2.19428520e-03	9.33441270e-05	1	2.33202560e-03	9.81145630e-05	1	6.06452540e-03	2.40455560e-04	1	false	smoothSolver	9.69797010e-03	3.31317950e-04	1	true	GAMG	2.06816570e-02	1.94066580e-03	2	true	smoothSolver	6.66767040e-04	2.05068530e-05	1	true
37              	smoothSolver	2.14046670e-03	9.11124350e-05	1	2.27036240e-03	9.54547870e-05	1	6.06255760e-03	2.40895110e-04	1	false	smoothSolver	9.42596580e-03	3.22491710e-04	1	true	GAMG	1.96605770e-02	1.68026960e-03	2	true	smoothSolver	6.62720720e-04	2.04593960e-05	1	true
38              	smoothSolver	2.09058900e-03	8.90440660e-05	1	2.21636860e-03	9.32335460e-05	1	6.09463840e-03	2.43154170e-04	1	false	smoothSolver	9.17160210e-03	3.14376670e-04	1	true	GAMG	1.97826620e-02	1.54197610e-03	2	true	smoothSolver	6.58374840e-04	2.03654130e-05	1	true
39              	smoothSolver	2.05240970e-03	8.75239780e-05	1	2.17763630e-03	9.17766020e-05	1	6.03555000e-03	2.41470150e-04	1	false	smoothSolver	8.93429640e-03	3.06422010e-04	1	true	GAMG	1.98164520e-02	1.46219390e-03	2	true	smoothSolver	6.53795350e-04	2.03072350e-05	1	true
40              	smoothSolver	2.02770170e-03	8.66399130e-05	1	2.15359490e-03	9.10397080e-05	1	5.89681300e-03	2.36234130e-04	1	false	smoothSolver	8.70785450e-03	2.99153750e-04	1	true	GAMG	1.87160020e-02	1.59416130e-03	2	true	smoothSolver	6.49036500e-04	2.02078290e-05	1	true
41              	smoothSolver	2.00981600e-03	8.60616810e-05	1	2.13778860e-03	9.06924610e-05	1	5.71623670e-03	2.29218410e-04	1	false	smoothSolver	8.49335070e-03	2.91918890e-04	1	true	GAMG	1.71935530e-02	1.57168550e-03	2	true	smoothSolver	6.44130740e-04	2.01577780e-05	1	true
42              	smoothSolver	1.99754550e-03	8.57223530e-05	1	2.12838670e-03	9.06174680e-05	1	5.52415900e-03	2.21601740e-04	1	false	smoothSolver	8.28837770e-03	2.85118800e-04	1	true	GAMG	1.57425510e-02	1.44816530e-03	2	true	smoothSolver	6.39033370e-04	2.00918120e-05	1	true
43              	smoothSolver	1.98490430e-03	8.53617350e-05	1	2.11744320e-03	9.04352370e-05	1	5.35680840e-03	2.14859830e-04	1	false	smoothSolver	8.09414170e-03	2.78829300e-04	1	true	GAMG	1.47680050e-02	1.19817510e-03	2	true	smoothSolver	6.34167930e-04	2.00569970e-05	1	true
44              	smoothSolver	1.96694390e-03	8.47555300e-05	1	2.09881200e-03	8.98577400e-05	1	5.23220460e-03	2.09936260e-04	1	false	smoothSolver	7.90904410e-03	2.72570750e-04	1	true	GAMG	1.40249100e-02	1.01313200e-03	2	true	smoothSolver	6.30131180e-04	2.00094370e-05	1	true
45              	smoothSolver	1.94541400e-03	8.39843600e-05	1	2.07480970e-03	8.90097940e-05	1	5.14714030e-03	2.06739370e-04	1	false	smoothSolver	7.73199880e-03	2.66906330e-04	1	true	GAMG	1.33815470e-02	9.74360040e-04	2	true	smoothSolver	6.26770630e-04	1.99930830e-05	1	true
46              	smoothSolver	1.91997470e-03	8.30256200e-05	1	2.04609530e-03	8.79153520e-05	1	5.08536080e-03	2.04661800e-04	1	false	smoothSolver	7.56327510e-03	2.61315350e-04	1	true	GAMG	1.29254350e-02	9.35484040e-04	2	true	smoothSolver	6.24025240e-04	1.99592620e-05	1	true
47              	smoothSolver	1.89375870e-03	8.20129140e-05	1	2.01685200e-03	8.67891500e-05	1	5.03884310e-03	2.03350180e-04	1	false	smoothSolver	7.40329970e-03	2.56107650e-04	1	true	GAMG	1.26422440e-02	8.90002040e-04	2	true	smoothSolver	6.21554830e-04	1.99871590e-05	1	true
48              	smoothSolver	1.86915110e-03	8.10609630e-05	1	1.99003570e-03	8.57703520e-05	1	4.99228450e-03	2.02090310e-04	1	false	smoothSolver	7.25081930e-03	2.51103010e-04	1	true	GAMG	1.24703140e-02	8.38737320e-04	2	true	smoothSolver	6.19368080e-04	1.99605320e-05	1	true
49              	smoothSolver	1.84730160e-03	8.02419180e-05	1	1.96711030e-03	8.49472390e-05	1	4.93449650e-03	2.00277570e-04	1	false	smoothSolver	7.10481680e-03	2.46189550e-04	1	true	GAMG	1.22446490e-02	7.88505050e-04	2	true	smoothSolver	6.17292200e-04	1.99619260e-05	1	true
50              	smoothSolver	1.82815720e-03	7.95515010e-05	1	1.94770450e-03	8.42936320e-05	1	4.86637090e-03	1.97988580e-04	1	false	smoothSolver	6.96543070e-03	2.41422780e-04	1	true	GAMG	1.19061060e-02	7.61467700e-04	2	true	smoothSolver	6.15567370e-04	1.99661740e-05	1	true
51              	smoothSolver	1.81075980e-03	7.89401530e-05	1	1.93070040e-03	8.37423120e-05	1	4.79486600e-03	1.95525430e-04	1	false	smoothSolver	6.83230710e-03	2.37120550e-04	1	true	GAMG	1.15213150e-02	7.37138000e-04	2	true	smoothSolver	6.13968940e-04	1.99669220e-05	1	true
52              	smoothSolver	1.79421850e-03	7.83561840e-05	1	1.91442900e-03	8.32000420e-05	1	4.72467860e-03	1.93102700e-04	1	false	smoothSolver	6.70638780e-03	2.32929160e-04	1	true	GAMG	1.11612860e-02	6.91490190e-04	2	true	smoothSolver	6.12299150e-04	1.99554650e-05	1	true
53              	smoothSolver	1.77818460e-03	7.77804860e-05	1	1.89821280e-03	8.26397970e-05	1	4.65559290e-03	1.90719360e-04	1	false	smoothSolver	6.58379710e-03	2.28866240e-04	1	true	GAMG	1.08258540e-02	6.52283070e-04	2	true	smoothSolver	6.10628050e-04	1.99398500e-05	1	true
54              	smoothSolver	1.76187060e-03	7.71785520e-05	1	1.88132940e-03	8.20333890e-05	1	4.58651720e-03	1.88272170e-04	1	false	smoothSolver	6.46642830e-03	2.24708860e-04	1	true	GAMG	1.05232170e-02	6.24213920e-04	2	true	smoothSolver	6.08870830e-04	1.99162160e-05	1	true
55              	smoothSolver	1.74540540e-03	7.65546740e-05	1	1.86362200e-03	8.13632670e-05	1	4.51661000e-03	1.85709220e-04	1	false	smoothSolver	6.35403630e-03	2.21664850e-04	1	true	GAMG	1.02513150e-02	6.07670230e-04	2	true	smoothSolver	6.07060770e-04	1.99076030e-05	1	true
56              	smoothSolver	1.72851160e-03	7.59043220e-05	1	1.84508610e-03	8.06366210e-05	1	4.44788440e-03	1.83117390e-04	1	false	smoothSolver	6.24480490e-03	2.17572450e-04	1	true	GAMG	1.00271330e-02	5.96566650e-04	2	true	smoothSolver	6.05201120e-04	1.98913260e-05	1	true
57              	smoothSolver	1.71146830e-03	7.52405950e-05	1	1.82633630e-03	7.98897290e-05	1	4.38321090e-03	1.80651730e-04	1	false	smoothSolver	6.13902810e-03	2.14026360e-04	1	true	GAMG	9.83874550e-03	5.86694520e-04	2	true	smoothSolver	6.03324360e-04	1.98406290e-05	1	true
58              	smoothSolver	1.69477810e-03	7.45823410e-05	1	1.80819550e-03	7.91576110e-05	1	4.32571540e-03	1.78470060e-04	1	false	smoothSolver	6.03782670e-03	2.10712020e-04	1	true	GAMG	9.65189240e-03	5.62943590e-04	2	true	smoothSolver	6.01417350e-04	1.98234130e-05	1	true
59              	smoothSolver	1.67894980e-03	7.39453480e-05	1	1.79138070e-03	7.84695180e-05	1	4.27615030e-03	1.76666090e-04	1	false	smoothSolver	5.93983170e-03	2.07055660e-04	1	true	GAMG	9.45567570e-03	5.24958290e-04	2	true	smoothSolver	5.99443030e-04	1.97924970e-05	1	true
60              	smoothSolver	1.66411730e-03	7.33434150e-05	1	1.77589860e-03	7.78320820e-05	1	4.23190100e-03	1.75153450e-04	1	false	smoothSolver	5.84520790e-03	2.04031080e-04	1	true	GAMG	9.24046340e-03	4.88056840e-04	2	true	smoothSolver	5.97473000e-04	1.97390260e-05	1	true
61              	smoothSolver	1.65008470e-03	7.27659120e-05	1	1.76133590e-03	7.72254530e-05	1	4.18979310e-03	1.73776030e-04	1	false	smoothSolver	5.75462530e-03	2.01258180e-04	1	true	GAMG	9.02510660e-03	4.64169300e-04	2	true	smoothSolver	5.95404890e-04	1.97166620e-05	1	true
62              	smoothSolver	1.63637660e-03	7.22011900e-05	1	1.74710740e-03	7.66278730e-05	1	4.14776310e-03	1.72375340e-04	1	false	smoothSolver	5.66607540e-03	1.98154570e-04	1	true	GAMG	8.81428820e-03	4.50790750e-04	2	true	smoothSolver	5.93300140e-04	1.96751910e-05	1	true
63              	smoothSolver	1.62271170e-03	7.16446400e-05	1	1.73280980e-03	7.60273400e-05	1	4.10501770e-03	1.70884780e-04	1	false	smoothSolver	5.58023690e-03	1.95300220e-04	1	true	GAMG	8.61205570e-03	4.48808610e-04	2	true	smoothSolver	5.91233620e-04	1.96367330e-05	1	true
64              	smoothSolver	1.60894170e-03	7.10841360e-05	1	1.71831660e-03	7.54146170e-05	1	4.06064890e-03	1.69284510e-04	1	false	smoothSolver	5.49870820e-03	1.92743000e-04	1	true	GAMG	8.43042620e-03	4.57222980e-04	2	true	smoothSolver	5.89146390e-04	1.95982210e-05	1	true
65              	smoothSolver	1.59514180e-03	7.05123420e-05	1	1.70369370e-03	7.47833320e-05	1	4.01513890e-03	1.67587150e-04	1	false	smoothSolver	5.41849220e-03	1.90026360e-04	1	true	GAMG	8.27468710e-03	4.65386530e-04	2	true	smoothSolver	5.87084280e-04	1.95551380e-05	1	true
66              	smoothSolver	1.58141260e-03	6.99286220e-05	1	1.68903400e-03	7.41463970e-05	1	3.96987570e-03	1.65855850e-04	1	false	smoothSolver	5.34104570e-03	1.87436270e-04	1	true	GAMG	8.14739420e-03	4.60513160e-04	2	true	smoothSolver	5.85016880e-04	1.95210400e-05	1	true
67              	smoothSolver	1.56804080e-03	6.93397260e-05	1	1.67467600e-03	7.35089910e-05	1	3.92632380e-03	1.64171050e-04	1	false	smoothSolver	5.26620480e-03	1.85099260e-04	1	true	GAMG	8.03911840e-03	4.38898560e-04	2	true	smoothSolver	5.82898070e-04	1.94647180e-05	1	true
68              	smoothSolver	1.55525440e-03	6.87551710e-05	1	1.66089720e-03	7.28849690e-05	1	3.88503280e-03	1.62587610e-04	1	false	smoothSolver	5.19399060e-03	1.82594720e-04	1	true	GAMG	7.93476170e-03	4.08409140e-04	2	true	smoothSolver	5.80826940e-04	1.94245060e-05	1	true
69              	smoothSolver	1.54291100e-03	6.81788540e-05	1	1.64753990e-03	7.22832550e-05	1	3.84580680e-03	1.61069150e-04	1	false	smoothSolver	5.12371020e-03	1.80096260e-04	1	true	GAMG	7.83304410e-03	3.82746010e-04	2	true	smoothSolver	5.78723370e-04	1.93700130e-05	1	true
70              	smoothSolver	1.53080870e-03	6.76119930e-05	1	1.63459100e-03	7.17057760e-05	1	3.80822530e-03	1.59590470e-04	1	false	smoothSolver	5.05612990e-03	1.77893410e-04	1	true	GAMG	7.73290750e-03	3.73162480e-04	2	true	smoothSolver	5.76617580e-04	1.93244700e-05	1	true
71              	smoothSolver	1.51885350e-03	6.70486530e-05	1	1.62195080e-03	7.11432880e-05	1	3.77173940e-03	1.58161470e-04	1	false	smoothSolver	4.98937500e-03	1.75592480e-04	1	true	GAMG	7.64418160e-03	3.77776260e-04	2	true	smoothSolver	5.74513600e-04	1.92759920e-05	1	true
72              	smoothSolver	1.50694340e-03	6.64865120e-05	1	1.60935530e-03	7.05950230e-05	1	3.73597350e-03	1.56775400e-04	1	false	smoothSolver	4.92532100e-03	1.73446080e-04	1	true	GAMG	7.56182930e-03	3.90097780e-04	2	true	smoothSolver	5.72475030e-04	1.92144580e-05	1	true
73              	smoothSolver	1.49516180e-03	6.59254520e-05	1	1.59698140e-03	7.00594010e-05	1	3.70159100e-03	1.55424470e-04	1	false	smoothSolver	4.86229050e-03	1.71166540e-04	1	true	GAMG	7.48079440e-03	4.02192540e-04	2	true	smoothSolver	5.70401730e-04	1.91571980e-05	1	true
74              	smoothSolver	1.48351230e-03	6.53632280e-05	1	1.58458750e-03	6.95236580e-05	1	3.66874120e-03	1.54115710e-04	1	false	smoothSolver	4.80227830e-03	1.69044420e-04	1	true	GAMG	7.41297540e-03	4.04425070e-04	2	true	smoothSolver	5.68323700e-04	1.91108590e-05	1	true
75              	smoothSolver	1.47180050e-03	6.47983110e-05	1	1.57205150e-03	6.89829710e-05	1	3.63648510e-03	1.52822210e-04	1	false	smoothSolver	4.74330540e-03	1.67226260e-04	1	true	GAMG	7.35221360e-03	3.96459140e-04	2	true	smoothSolver	5.66240220e-04	1.90544410e-05	1	true
76              	smoothSolver	1.45999210e-03	6.42325600e-05	1	1.55934390e-03	6.84427960e-05	1	3.60458540e-03	1.51543110e-04	1	false	smoothSolver	4.68618420e-03	1.65024380e-04	1	true	GAMG	7.29970640e-03	3.83446360e-04	2	true	smoothSolver	5.64180800e-04	1.89934430e-05	1	true
77              	smoothSolver	1.44820400e-03	6.36701480e-05	1	1.54667700e-03	6.79021410e-05	1	3.57301870e-03	1.50284690e-04	1	false	smoothSolver	4.63051030e-03	1.63244120e-04	1	true	GAMG	7.24956000e-03	3.70779470e-04	2	true	smoothSolver	5.62121430e-04	1.89454260e-05	1	true
78              	smoothSolver	1.43655900e-03	6.31129610e-05	1	1.53430090e-03	6.73682770e-05	1	3.54159590e-03	1.49035480e-04	1	false	smoothSolver	4.57626420e-03	1.61034090e-04	1	true	GAMG	7.19731320e-03	3.62640620e-04	2	true	smoothSolver	5.60052540e-04	1.88649700e-05	1	true
79              	smoothSolver	1.42542750e-03	6.25607240e-05	1	1.52249370e-03	6.68446380e-05	1	3.51053880e-03	1.47802050e-04	1	false	smoothSolver	4.52322840e-03	1.58974960e-04	1	true	GAMG	7.14831440e-03	3.59386190e-04	2	true	smoothSolver	5.58023770e-04	1.88171660e-05	1	true
80              	smoothSolver	1.41460220e-03	6.20164890e-05	1	1.51093490e-03	6.63315330e-05	1	3.47979640e-03	1.46583290e-04	1	false	smoothSolver	4.47175940e-03	1.57302670e-04	1	true	GAMG	7.09319300e-03	3.61459740e-04	2	true	smoothSolver	5.56032080e-04	1.87572280e-05	1	true
81              	smoothSolver	1.40382300e-03	6.14796470e-05	1	1.49948310e-03	6.58292980e-05	1	3.44951070e-03	1.45398390e-04	1	false	smoothSolver	4.42178340e-03	1.55552130e-04	1	true	GAMG	7.03912990e-03	3.64640340e-04	2	true	smoothSolver	5.54017850e-04	1.86997770e-05	1	true
82              	smoothSolver	1.39323520e-03	6.09477080e-05	1	1.48815430e-03	6.53344230e-05	1	3.42008320e-03	1.44252780e-04	1	false	smoothSolver	4.37255120e-03	1.53576730e-04	1	true	GAMG	6.98388970e-03	3.65264020e-04	2	true	smoothSolver	5.52002060e-04	1.86285450e-05	1	true
83              	smoothSolver	1.38269170e-03	6.04217870e-05	1	1.47687520e-03	6.48436870e-05	1	3.39176620e-03	1.43151990e-04	1	false	smoothSolver	4.32506950e-03	1.52031740e-04	1	true	GAMG	6.92981140e-03	3.62784150e-04	2	true	smoothSolver	5.50047870e-04	1.85776270e-05	1	true
84              	smoothSolver	1.37209220e-03	5.98996250e-05	1	1.46553320e-03	6.43559630e-05	1	3.36447140e-03	1.42105730e-04	1	false	smoothSolver	4.27893420e-03	1.50536980e-04	1	true	GAMG	6.89040600e-03	3.57877370e-04	2	true	smoothSolver	5.48077280e-04	1.85221390e-05	1	true
85              	smoothSolver	1.36142480e-03	5.93854200e-05	1	1.45414710e-03	6.38706460e-05	1	3.33809380e-03	1.41101540e-04	1	false	smoothSolver	4.23364400e-03	1.48738800e-04	1	true	GAMG	6.86003090e-03	3.52023520e-04	2	true	smoothSolver	5.46128770e-04	1.84499580e-05	1	true
86              	smoothSolver	1.35077830e-03	5.88816550e-05	1	1.44276790e-03	6.33904210e-05	1	3.31235410e-03	1.40117990e-04	1	false	smoothSolver	4.18978340e-03	1.47140680e-04	1	true	GAMG	6.83582590e-03	3.46725550e-04	2	true	smoothSolver	5.44198160e-04	1.83908460e-05	1	true
87              	smoothSolver	1.34026930e-03	5.83868500e-05	1	1.43154040e-03	6.29159720e-05	1	3.28699820e-03	1.39141920e-04	1	false	smoothSolver	4.14712090e-03	1.45598170e-04	1	true	GAMG	6.81078620e-03	3.43248690e-04	2	true	smoothSolver	5.42306500e-04	1.83359050e-05	1	true
